time_h,depot,terminal
0.0,66.0,0.0
0.016666666666666666,66.0,0.0
0.03333333333333333,66.0,0.0
0.05,66.0,0.0
0.06666666666666667,66.0,0.0
0.08333333333333333,66.0,0.0
0.1,66.0,0.0
0.11666666666666667,66.0,0.0
0.13333333333333333,66.0,0.0
0.15,66.0,0.0
0.16666666666666666,66.0,0.0
0.18333333333333332,66.0,0.0
0.2,66.0,0.0
0.21666666666666667,66.0,0.0
0.23333333333333334,66.0,0.0
0.25,66.0,0.0
0.26666666666666666,66.0,0.0
0.2833333333333333,66.0,0.0
0.3,66.0,0.0
0.31666666666666665,66.0,0.0
0.3333333333333333,66.0,0.0
0.35,66.0,0.0
0.36666666666666664,66.0,0.0
0.38333333333333336,66.0,0.0
0.4,66.0,0.0
0.4166666666666667,66.0,0.0
0.43333333333333335,66.0,0.0
0.45,66.0,0.0
0.4666666666666667,66.0,0.0
0.48333333333333334,66.0,0.0
0.5,66.0,0.0
0.5166666666666667,66.0,0.0
0.5333333333333333,66.0,0.0
0.55,66.0,0.0
0.5666666666666667,66.0,0.0
0.5833333333333334,66.0,0.0
0.6,66.0,0.0
0.6166666666666667,66.0,0.0
0.6333333333333333,66.0,0.0
0.65,66.0,0.0
0.6666666666666666,66.0,0.0
0.6833333333333333,66.0,0.0
0.7,66.0,0.0
0.7166666666666667,66.0,0.0
0.7333333333333333,66.0,0.0
0.75,66.0,0.0
0.7666666666666667,66.0,0.0
0.7833333333333333,66.0,0.0
0.8,66.0,0.0
0.8166666666666667,66.0,0.0
0.8333333333333334,66.0,0.0
0.85,66.0,0.0
0.8666666666666667,66.0,0.0
0.8833333333333333,66.0,0.0
0.9,66.0,0.0
0.9166666666666666,66.0,0.0
0.9333333333333333,66.0,0.0
0.95,66.0,0.0
0.9666666666666667,66.0,0.0
0.9833333333333333,66.0,0.0
1.0,66.0,0.0
1.0166666666666666,66.0,0.0
1.0333333333333334,66.0,0.0
1.05,66.0,0.0
1.0666666666666667,66.0,0.0
1.0833333333333333,66.0,0.0
1.1,66.0,0.0
1.1166666666666667,66.0,0.0
1.1333333333333333,66.0,0.0
1.15,66.0,0.0
1.1666666666666667,66.0,0.0
1.1833333333333333,66.0,0.0
1.2,66.0,0.0
1.2166666666666668,66.0,0.0
1.2333333333333334,66.0,0.0
1.25,66.0,0.0
1.2666666666666666,66.0,0.0
1.2833333333333332,66.0,0.0
1.3,66.0,0.0
1.3166666666666667,66.0,0.0
1.3333333333333333,66.0,0.0
1.35,66.0,0.0
1.3666666666666667,66.0,0.0
1.3833333333333333,66.0,0.0
1.4,66.0,0.0
1.4166666666666667,66.0,0.0
1.4333333333333333,66.0,0.0
1.45,66.0,0.0
1.4666666666666668,66.0,0.0
1.4833333333333334,66.0,0.0
1.5,66.0,0.0
1.5166666666666666,66.0,0.0
1.5333333333333332,66.0,0.0
1.55,66.0,0.0
1.5666666666666667,66.0,0.0
1.5833333333333335,66.0,0.0
1.6,66.0,0.0
1.6166666666666667,66.0,0.0
1.6333333333333333,66.0,0.0
1.65,66.0,0.0
1.6666666666666665,66.0,0.0
1.6833333333333333,66.0,0.0
1.7,66.0,0.0
1.7166666666666668,66.0,0.0
1.7333333333333334,66.0,0.0
1.75,66.0,0.0
1.7666666666666666,66.0,0.0
1.7833333333333332,66.0,0.0
1.8,66.0,0.0
1.8166666666666667,66.0,0.0
1.8333333333333335,66.0,0.0
1.85,66.0,0.0
1.8666666666666667,66.0,0.0
1.8833333333333333,66.0,0.0
1.9,66.0,0.0
1.9166666666666665,66.0,0.0
1.9333333333333333,66.0,0.0
1.95,66.0,0.0
1.9666666666666668,66.0,0.0
1.9833333333333334,66.0,0.0
2.0,66.0,0.0
2.0166666666666666,66.0,0.0
2.033333333333333,66.0,0.0
2.05,66.0,0.0
2.066666666666667,66.0,0.0
2.0833333333333335,66.0,0.0
2.1,66.0,0.0
2.1166666666666667,66.0,0.0
2.1333333333333333,66.0,0.0
2.15,66.0,0.0
2.1666666666666665,66.0,0.0
2.183333333333333,66.0,0.0
2.2,66.0,0.0
2.216666666666667,66.0,0.0
2.2333333333333334,66.0,0.0
2.25,66.0,0.0
2.2666666666666666,66.0,0.0
2.283333333333333,66.0,0.0
2.3,66.0,0.0
2.3166666666666664,66.0,0.0
2.3333333333333335,66.0,0.0
2.35,66.0,0.0
2.3666666666666667,66.0,0.0
2.3833333333333333,66.0,0.0
2.4,66.0,0.0
2.4166666666666665,66.0,0.0
2.4333333333333336,66.0,0.0
2.45,66.0,0.0
2.466666666666667,66.0,0.0
2.4833333333333334,66.0,0.0
2.5,66.0,0.0
2.5166666666666666,66.0,0.0
2.533333333333333,66.0,0.0
2.55,66.0,0.0
2.5666666666666664,66.0,0.0
2.5833333333333335,66.0,0.0
2.6,66.0,0.0
2.6166666666666667,66.0,0.0
2.6333333333333333,66.0,0.0
2.65,66.0,0.0
2.6666666666666665,66.0,0.0
2.6833333333333336,66.0,0.0
2.7,66.0,0.0
2.716666666666667,66.0,0.0
2.7333333333333334,66.0,0.0
2.75,66.0,0.0
2.7666666666666666,66.0,0.0
2.783333333333333,66.0,0.0
2.8,66.0,0.0
2.8166666666666664,66.0,0.0
2.8333333333333335,66.0,0.0
2.85,66.0,0.0
2.8666666666666667,66.0,0.0
2.8833333333333333,66.0,0.0
2.9,66.0,0.0
2.9166666666666665,66.0,0.0
2.9333333333333336,66.0,0.0
2.95,66.0,0.0
2.966666666666667,66.0,0.0
2.9833333333333334,66.0,0.0
3.0,66.0,0.0
3.0166666666666666,66.0,0.0
3.033333333333333,66.0,0.0
3.05,66.0,0.0
3.066666666666667,66.0,0.0
3.0833333333333335,66.0,0.0
3.1,66.0,0.0
3.1166666666666667,66.0,0.0
3.1333333333333333,66.0,0.0
3.15,66.0,0.0
3.1666666666666665,66.0,0.0
3.183333333333333,66.0,0.0
3.2,66.0,0.0
3.216666666666667,66.0,0.0
3.2333333333333334,66.0,0.0
3.25,66.0,0.0
3.2666666666666666,66.0,0.0
3.283333333333333,66.0,0.0
3.3,66.0,0.0
3.3166666666666664,66.0,0.0
3.3333333333333335,66.0,0.0
3.35,66.0,0.0
3.3666666666666667,66.0,0.0
3.3833333333333333,66.0,0.0
3.4,66.0,0.0
3.4166666666666665,66.0,0.0
3.4333333333333336,66.0,0.0
3.45,66.0,0.0
3.466666666666667,66.0,0.0
3.4833333333333334,66.0,0.0
3.5,66.0,0.0
3.5166666666666666,66.0,0.0
3.533333333333333,66.0,0.0
3.55,66.0,0.0
3.5666666666666664,66.0,0.0
3.5833333333333335,66.0,0.0
3.6,66.0,0.0
3.6166666666666667,66.0,0.0
3.6333333333333333,66.0,0.0
3.65,66.0,0.0
3.6666666666666665,66.0,0.0
3.6833333333333336,66.0,0.0
3.7,66.0,0.0
3.716666666666667,66.0,0.0
3.7333333333333334,66.0,0.0
3.75,66.0,0.0
3.7666666666666666,66.0,0.0
3.783333333333333,66.0,0.0
3.8,66.0,0.0
3.8166666666666664,66.0,0.0
3.8333333333333335,66.0,0.0
3.85,66.0,0.0
3.8666666666666667,66.0,0.0
3.8833333333333333,66.0,0.0
3.9,66.0,0.0
3.9166666666666665,66.0,0.0
3.9333333333333336,66.0,0.0
3.95,66.0,0.0
3.966666666666667,66.0,0.0
3.9833333333333334,66.0,0.0
4.0,66.0,0.0
4.016666666666667,66.0,0.0
4.033333333333333,66.0,0.0
4.05,66.0,0.0
4.066666666666666,66.0,0.0
4.083333333333333,66.0,0.0
4.1,66.0,0.0
4.116666666666666,66.0,0.0
4.133333333333334,66.0,0.0
4.15,66.0,0.0
4.166666666666667,66.0,0.0
4.183333333333334,66.0,0.0
4.2,66.0,0.0
4.216666666666667,66.0,0.0
4.233333333333333,66.0,0.0
4.25,66.0,0.0
4.266666666666667,66.0,0.0
4.283333333333333,66.0,0.0
4.3,66.0,0.0
4.316666666666666,66.0,0.0
4.333333333333333,66.0,0.0
4.35,55.0,0.0
4.366666666666666,44.0,0.0
4.383333333333334,44.0,0.0
4.4,33.0,0.0
4.416666666666667,33.0,0.0
4.433333333333334,33.0,0.0
4.45,33.0,0.0
4.466666666666667,33.0,0.0
4.483333333333333,33.0,0.0
4.5,22.0,0.0
4.516666666666667,22.0,0.0
4.533333333333333,22.0,0.0
4.55,22.0,0.0
4.566666666666666,22.0,0.0
4.583333333333333,22.0,0.0
4.6,22.0,0.0
4.616666666666667,22.0,0.0
4.633333333333333,22.0,0.0
4.65,22.0,0.0
4.666666666666667,22.0,0.0
4.683333333333334,22.0,0.0
4.7,22.0,0.0
4.716666666666667,22.0,0.0
4.733333333333333,22.0,0.0
4.75,22.0,0.0
4.766666666666667,22.0,0.0
4.783333333333333,22.0,0.0
4.8,22.0,0.0
4.816666666666666,22.0,0.0
4.833333333333333,22.0,0.0
4.85,22.0,0.0
4.866666666666667,22.0,0.0
4.883333333333333,22.0,0.0
4.9,22.0,0.0
4.916666666666667,22.0,0.0
4.933333333333334,22.0,0.0
4.95,22.0,0.0
4.966666666666667,22.0,0.0
4.983333333333333,22.0,0.0
5.0,22.0,0.0
5.016666666666667,22.0,0.0
5.033333333333333,22.0,0.0
5.05,22.0,0.0
5.066666666666666,22.0,0.0
5.083333333333333,22.0,0.0
5.1,22.0,0.0
5.116666666666666,22.0,0.0
5.133333333333334,22.0,0.0
5.15,22.0,0.0
5.166666666666667,22.0,0.0
5.183333333333334,22.0,0.0
5.2,22.0,0.0
5.216666666666667,22.0,0.0
5.233333333333333,22.0,0.0
5.25,22.0,0.0
5.266666666666667,22.0,0.0
5.283333333333333,22.0,0.0
5.3,22.0,0.0
5.316666666666666,22.0,0.0
5.333333333333333,22.0,0.0
5.35,22.0,0.0
5.366666666666666,22.0,0.0
5.383333333333334,22.0,0.0
5.4,22.0,0.0
5.416666666666667,22.0,0.0
5.433333333333334,22.0,0.0
5.45,22.0,0.0
5.466666666666667,22.0,0.0
5.483333333333333,22.0,0.0
5.5,22.0,0.0
5.516666666666667,22.0,0.0
5.533333333333333,22.0,0.0
5.55,22.0,0.0
5.566666666666666,22.0,0.0
5.583333333333333,22.0,0.0
5.6,22.0,0.0
5.616666666666667,22.0,0.0
5.633333333333333,11.0,0.0
5.65,11.0,0.0
5.666666666666667,11.0,0.0
5.683333333333334,11.0,0.0
5.7,11.0,0.0
5.716666666666667,11.0,0.0
5.733333333333333,11.0,0.0
5.75,11.0,0.0
5.766666666666667,0.0,0.0
5.783333333333333,0.0,0.0
5.8,0.0,0.0
5.816666666666666,0.0,0.0
5.833333333333333,0.0,0.0
5.85,0.0,0.0
5.866666666666667,0.0,0.0
5.883333333333333,0.0,0.0
5.9,0.0,0.0
5.916666666666667,0.0,0.0
5.933333333333334,0.0,0.0
5.95,0.0,0.0
5.966666666666667,0.0,0.0
5.983333333333333,0.0,0.0
6.0,0.0,100.0
6.016666666666667,0.0,0.0
6.033333333333333,0.0,0.0
6.05,0.0,0.0
6.066666666666666,0.0,0.0
6.083333333333333,0.0,0.0
6.1,0.0,0.0
6.116666666666666,0.0,0.0
6.133333333333334,0.0,0.0
6.15,0.0,0.0
6.166666666666667,0.0,0.0
6.183333333333334,0.0,0.0
6.2,0.0,0.0
6.216666666666667,0.0,0.0
6.233333333333333,0.0,0.0
6.25,0.0,0.0
6.266666666666667,0.0,0.0
6.283333333333333,0.0,0.0
6.3,0.0,0.0
6.316666666666666,0.0,0.0
6.333333333333333,0.0,0.0
6.35,0.0,0.0
6.366666666666666,0.0,0.0
6.383333333333334,0.0,0.0
6.4,0.0,0.0
6.416666666666667,0.0,0.0
6.433333333333334,0.0,0.0
6.45,0.0,0.0
6.466666666666667,0.0,0.0
6.483333333333333,0.0,0.0
6.5,0.0,0.0
6.516666666666667,0.0,0.0
6.533333333333333,0.0,0.0
6.55,0.0,0.0
6.566666666666666,0.0,0.0
6.583333333333333,0.0,0.0
6.6,0.0,0.0
6.616666666666667,0.0,0.0
6.633333333333333,0.0,0.0
6.65,0.0,0.0
6.666666666666667,0.0,0.0
6.683333333333334,0.0,0.0
6.7,0.0,0.0
6.716666666666667,0.0,0.0
6.733333333333333,0.0,0.0
6.75,0.0,0.0
6.766666666666667,0.0,0.0
6.783333333333333,0.0,0.0
6.8,0.0,0.0
6.816666666666666,0.0,0.0
6.833333333333333,0.0,0.0
6.85,0.0,0.0
6.866666666666667,0.0,0.0
6.883333333333333,0.0,0.0
6.9,0.0,0.0
6.916666666666667,0.0,0.0
6.933333333333334,0.0,0.0
6.95,0.0,0.0
6.966666666666667,0.0,0.0
6.983333333333333,0.0,0.0
7.0,0.0,0.0
7.016666666666667,0.0,0.0
7.033333333333333,0.0,0.0
7.05,0.0,0.0
7.066666666666666,0.0,0.0
7.083333333333333,0.0,0.0
7.1,0.0,0.0
7.116666666666666,0.0,0.0
7.133333333333334,0.0,0.0
7.15,0.0,0.0
7.166666666666667,0.0,0.0
7.183333333333334,0.0,0.0
7.2,0.0,0.0
7.216666666666667,0.0,0.0
7.233333333333333,0.0,0.0
7.25,0.0,0.0
7.266666666666667,0.0,0.0
7.283333333333333,0.0,0.0
7.3,0.0,0.0
7.316666666666666,0.0,0.0
7.333333333333333,0.0,0.0
7.35,0.0,0.0
7.366666666666666,0.0,0.0
7.383333333333334,0.0,0.0
7.4,0.0,0.0
7.416666666666667,0.0,0.0
7.433333333333334,0.0,0.0
7.45,0.0,0.0
7.466666666666667,0.0,0.0
7.483333333333333,0.0,0.0
7.5,0.0,0.0
7.516666666666667,0.0,0.0
7.533333333333333,0.0,0.0
7.55,0.0,0.0
7.566666666666666,0.0,0.0
7.583333333333333,0.0,0.0
7.6,0.0,0.0
7.616666666666667,0.0,0.0
7.633333333333333,0.0,0.0
7.65,0.0,0.0
7.666666666666667,0.0,0.0
7.683333333333334,0.0,0.0
7.7,0.0,0.0
7.716666666666667,0.0,0.0
7.733333333333333,0.0,0.0
7.75,0.0,0.0
7.766666666666667,0.0,0.0
7.783333333333333,0.0,0.0
7.8,0.0,0.0
7.816666666666666,0.0,0.0
7.833333333333333,0.0,0.0
7.85,0.0,0.0
7.866666666666667,0.0,0.0
7.883333333333333,0.0,0.0
7.9,0.0,0.0
7.916666666666667,0.0,0.0
7.933333333333334,0.0,0.0
7.95,0.0,0.0
7.966666666666667,0.0,0.0
7.983333333333333,0.0,0.0
8.0,0.0,0.0
8.016666666666667,0.0,0.0
8.033333333333333,0.0,0.0
8.05,0.0,0.0
8.066666666666666,0.0,0.0
8.083333333333334,0.0,0.0
8.1,0.0,0.0
8.116666666666667,0.0,0.0
8.133333333333333,0.0,0.0
8.15,0.0,0.0
8.166666666666666,0.0,0.0
8.183333333333334,0.0,0.0
8.2,0.0,0.0
8.216666666666667,0.0,0.0
8.233333333333333,0.0,0.0
8.25,0.0,0.0
8.266666666666667,0.0,0.0
8.283333333333333,0.0,0.0
8.3,0.0,0.0
8.316666666666666,0.0,0.0
8.333333333333334,0.0,0.0
8.35,0.0,0.0
8.366666666666667,0.0,0.0
8.383333333333333,0.0,0.0
8.4,0.0,0.0
8.416666666666666,0.0,0.0
8.433333333333334,0.0,0.0
8.45,0.0,0.0
8.466666666666667,0.0,0.0
8.483333333333333,0.0,0.0
8.5,0.0,0.0
8.516666666666667,0.0,0.0
8.533333333333333,0.0,0.0
8.55,0.0,0.0
8.566666666666666,0.0,0.0
8.583333333333334,0.0,0.0
8.6,0.0,0.0
8.616666666666667,0.0,0.0
8.633333333333333,0.0,0.0
8.65,0.0,0.0
8.666666666666666,0.0,0.0
8.683333333333334,0.0,0.0
8.7,0.0,0.0
8.716666666666667,0.0,0.0
8.733333333333333,0.0,0.0
8.75,0.0,0.0
8.766666666666667,0.0,0.0
8.783333333333333,0.0,0.0
8.8,0.0,0.0
8.816666666666666,0.0,0.0
8.833333333333334,0.0,0.0
8.85,0.0,0.0
8.866666666666667,0.0,0.0
8.883333333333333,0.0,0.0
8.9,0.0,0.0
8.916666666666666,0.0,0.0
8.933333333333334,0.0,0.0
8.95,0.0,0.0
8.966666666666667,0.0,0.0
8.983333333333333,0.0,0.0
9.0,0.0,100.0
9.016666666666667,0.0,0.0
9.033333333333333,0.0,0.0
9.05,0.0,0.0
9.066666666666666,0.0,0.0
9.083333333333334,0.0,0.0
9.1,0.0,0.0
9.116666666666667,0.0,0.0
9.133333333333333,0.0,0.0
9.15,0.0,0.0
9.166666666666666,0.0,0.0
9.183333333333334,0.0,0.0
9.2,0.0,0.0
9.216666666666667,0.0,0.0
9.233333333333333,0.0,0.0
9.25,0.0,0.0
9.266666666666667,0.0,0.0
9.283333333333333,0.0,0.0
9.3,0.0,0.0
9.316666666666666,0.0,0.0
9.333333333333334,0.0,0.0
9.35,0.0,0.0
9.366666666666667,0.0,0.0
9.383333333333333,0.0,0.0
9.4,0.0,0.0
9.416666666666666,0.0,0.0
9.433333333333334,0.0,0.0
9.45,0.0,0.0
9.466666666666667,0.0,0.0
9.483333333333333,0.0,0.0
9.5,0.0,0.0
9.516666666666667,0.0,0.0
9.533333333333333,0.0,0.0
9.55,0.0,0.0
9.566666666666666,0.0,0.0
9.583333333333334,0.0,0.0
9.6,0.0,0.0
9.616666666666667,0.0,0.0
9.633333333333333,0.0,0.0
9.65,0.0,0.0
9.666666666666666,0.0,0.0
9.683333333333334,0.0,0.0
9.7,0.0,0.0
9.716666666666667,0.0,0.0
9.733333333333333,0.0,0.0
9.75,0.0,0.0
9.766666666666667,0.0,0.0
9.783333333333333,0.0,0.0
9.8,0.0,0.0
