trip_id,n_trips,vkm,ave_nbr_vehicles,trips_per_vehicle,vkt,energy_kWh,energy_kWh_per_vehicle
trip_0093,120.0,2017.4907408453594,2.723809523809524,44.05594405594406,740.687160100569,806.9962963381438,296.27486404022767
trip_0095,48.0,495.74600681136246,1.9113725490196078,25.112843660237996,259.3664992550214,198.29840272454499,103.74659970200858
trip_0097,98.0,2022.7246030689212,2.384093567251462,41.105769230769226,848.4250076647996,809.0898412275685,339.37000306591983
trip_0099,48.0,794.9127656648284,1.987450980392157,24.15153906866614,399.965973252824,317.96510626593135,159.98638930112963
trip_0101,52.4,1207.7179388047887,1.8558333333333332,28.235294117647054,650.7685346051848,483.0871755219155,260.3074138420739
trip_0103,27.0,212.0159454514341,1.2595,21.437078205637157,168.33342235127756,84.80637818057363,67.33336894051104
trip_0105,132.0,2081.4776205765975,4.216666666666667,31.304347826086957,493.63105626322476,832.591048230639,197.4524225052899
trip_0107,180.0,242.78847391829083,0.7733333333333333,232.75862068965517,313.95061282537614,97.11538956731633,125.58024513015043
trip_0109,44.57142857142857,654.3019822065239,3.0362464985994397,14.679779323578796,215.49699028334507,261.7207928826096,86.19879611333803
trip_0111,66.0,1738.799819992603,4.337450980392157,15.216310293386373,400.8805696832094,695.5199279970412,160.35222787328377
trip_0113,132.0,1508.4183615409738,4.689019607843138,28.1508739650414,321.6916301688955,603.3673446163895,128.67665206755817
trip_0115,54.8,154.54771520556415,1.2106143790849675,45.26627218934911,127.66056464848677,61.81908608222567,51.06422585939472
trip_0117,126.0,3106.7448900783234,3.5952777777777776,35.04597079502434,864.1181800418731,1242.6979560313293,345.64727201674924
trip_0119,78.0,732.2334020200645,1.9560185185185186,39.87692307692307,374.3489108552282,292.89336080802576,149.73956434209128
trip_0121,92.0,1273.6316920686202,1.819236111111111,50.57067603160668,700.0914748172743,509.45267682744804,280.03658992690964
trip_0123,96.0,1787.9936211085094,3.1231372549019607,30.738322451029635,572.4992131876819,715.1974484434038,228.99968527507278
trip_0125,50.57142857142857,381.2956410109074,0.6205742296918767,81.49134487350199,614.4239041318644,152.51825640436294,245.76956165274584
trip_0127,132.0,2254.598293245748,4.581176470588235,28.813559322033896,492.14395204388444,901.8393172982994,196.8575808175538
trip_0129,96.0,1086.646943042295,2.6133333333333333,36.734693877551024,415.80877922536797,434.65877721691805,166.3235116901472
trip_0131,84.0,1400.4494523555618,3.308333333333333,25.3904282115869,423.30965814273907,560.1797809422247,169.32386325709564
trip_0133,80.99999999999999,754.3036201684234,1.47515625,54.90943755958055,511.3381176864644,301.72144806736935,204.53524707458578
trip_0135,132.0,502.33407132129133,1.4041176470588235,94.00921658986175,357.7578220553813,200.93362852851655,143.10312882215257
trip_0137,56.0,962.6566178717753,2.1402614379084968,26.1650277896537,449.7845921162329,385.06264714871014,179.91383684649315
trip_0139,75.19999999999999,521.3072282016889,2.8687407407407406,26.21359223300971,181.71988175797355,208.52289128067557,72.68795270318944
trip_0141,126.0,1611.4203191362149,3.3775,37.30569948186529,477.104461624342,644.568127654486,190.8417846497368
trip_0143,138.0,2354.175708043874,6.1439814814814815,22.461005199306758,383.1677740467763,941.6702832175497,153.2671096187105
trip_0145,66.0,351.83788211570203,1.092450980392157,60.41461006910168,322.0628553872531,140.7351528462808,128.82514215490124
trip_0147,88.0,1447.7090746491122,2.4566666666666666,35.82089552238806,589.2981307933971,579.083629859645,235.7192523173589
trip_0149,120.0,2159.4698396894864,5.028888888888889,23.862129916040658,429.4129155370167,863.7879358757947,171.7651662148067
trip_0151,48.0,432.8074028510363,1.0737777777777777,44.70198675496689,403.0698081187217,173.12296114041453,161.2279232474887
trip_0153,120.0,388.0228265443402,1.2784313725490195,93.86503067484664,303.51478763437655,155.20913061773612,121.40591505375063
trip_0155,75.2,1421.2955521192025,2.7538518518518518,27.307206068268012,516.111842096168,568.518220847681,206.44473683846718
trip_0157,204.0,2174.1141266579452,7.28,28.021978021978022,298.64205036510236,869.6456506631781,119.45682014604095
trip_0159,76.8,780.8561345624837,1.704156862745098,45.06627393225332,458.2067247639758,312.34245382499347,183.2826899055903
trip_0161,116.0,1926.0462940661694,7.881176470588235,14.718614718614718,244.3856321773763,770.4185176264677,97.75425287095052
trip_0163,132.0,1273.1183615312743,3.20078431372549,41.23989218328841,397.75199974329206,509.2473446125098,159.10079989731682
trip_0165,114.0,1677.0327930693134,4.903809523809524,23.247232472324722,341.98571231749446,670.8131172277253,136.7942849269978
trip_0167,88.00000000000001,2172.7583528485743,5.662962962962963,15.53956834532374,383.678715022312,869.1033411394299,153.4714860089248
trip_0169,120.0,1547.0905781965735,3.392156862745098,35.3757225433526,456.07872536430773,618.8362312786294,182.4314901457231
trip_0171,96.0,1438.8406759553104,2.969411764705882,32.329635499207605,484.55411036529864,575.5362703821241,193.82164414611944
trip_0173,168.0,554.9661756454467,2.949333333333333,56.962025316455694,188.1666508743603,221.98647025817866,75.26666034974413
trip_0175,41.0,750.4355199505331,1.0300617283950617,39.8034398034398,728.5345132857095,300.1742079802133,291.4138053142839
trip_0177,116.0,1053.9775512480385,2.9511764705882353,39.306358381502896,357.138097891502,421.5910204992155,142.85523915660082
trip_0179,29.599999999999998,267.88448339770525,0.8594962962962963,34.43877551020408,311.6761346756947,107.1537933590821,124.6704538702779
trip_0181,129.0,1486.7519424883155,4.256565656565656,30.306122448979593,349.28439085510973,594.7007769953264,139.7137563420439
trip_0183,96.0,541.6510834334548,1.5435294117647058,62.19512195121952,350.9172415536864,216.66043337338192,140.36689662147458
trip_0185,132.0,2697.55270391923,5.489215686274509,24.047151277013754,491.4277117338123,1079.021081567692,196.57108469352497
trip_0187,120.0,2155.555418200557,4.495555555555556,26.693030153237768,479.48588145835436,862.2221672802231,191.79435258334178
trip_0189,74.0,1279.130206509422,2.515486111111111,29.417773237997956,508.50219401307663,511.6520826037688,203.40087760523068
trip_0191,92.0,1637.5690488488287,5.206944444444445,17.66871165644172,314.4971232785161,655.0276195395315,125.79884931140644
trip_0193,84.0,595.6609421021294,1.644313725490196,51.085141903171944,362.2550446840997,238.2643768408518,144.9020178736399
trip_0195,120.0,667.762482317433,3.4844444444444442,34.43877551020408,191.64101852222248,267.10499292697324,76.656407408889
trip_0197,5.333333333333334,56.626089169447354,0.5037037037037037,10.588235294117647,112.41944173346167,22.650435667778943,44.967776693384664
trip_0199,126.0,1747.329989361335,3.8072222222222223,33.0949948927477,458.9514053480816,698.931995744534,183.58056213923265
trip_0201,74.0,2590.5435724933914,4.553055555555556,16.252821670428894,568.9681447731199,1036.2174289973566,227.58725790924797
trip_0203,84.0,860.7175540148176,2.4033333333333333,34.95145631067961,358.13490458314186,344.28702160592707,143.25396183325674
trip_0205,132.0,1812.1737737622843,4.078627450980393,32.363828662083556,444.30970848457525,724.8695095049138,177.7238833938301
trip_0207,111.0,867.2311907151967,2.350808080808081,47.21780604133545,368.9076951007798,346.89247628607876,147.56307804031192
trip_0209,84.0,851.8593862585008,2.344313725490196,35.83138173302108,363.372605379588,340.7437545034003,145.34904215183522
trip_0211,45.0,725.1290211371332,6.55625,6.863679694947569,110.60118530213663,290.0516084548533,44.24047412085466
trip_0213,120.0,1172.9045887359866,3.86,31.088082901554404,303.8612924186494,469.16183549439467,121.54451696745976
trip_0215,40.0,870.642964942888,2.5948148148148147,15.415358264344848,335.53183062315134,348.2571859771553,134.21273224926054
trip_0217,114.0,2035.788947352627,5.329313725490196,21.391121985319817,381.99833078233223,814.315578941051,152.7993323129329
trip_0219,108.0,1801.494777691285,3.485294117647059,30.9873417721519,516.884577565432,720.597911076514,206.75383102617283
trip_0221,92.0,1549.2204518884873,5.216339869281046,17.636887608069163,296.9937716312975,619.688180755395,118.797508652519
trip_0223,75.2,685.7186437009807,2.023901234567901,37.15596330275229,338.8103292734935,274.2874574803923,135.5241317093974
trip_0225,78.0,948.0789373668142,2.058333333333333,37.89473684210527,460.6051517571566,379.2315749467257,184.24206070286266
trip_0227,116.0,884.5097569964482,3.225614035087719,35.96214511041009,274.2143813162055,353.80390279857926,109.6857525264822
trip_0229,96.0,1659.242941158414,10.556666666666667,9.093779602147142,157.17489180534392,663.6971764633656,62.869956722137566
trip_0231,65.0,1479.6341288563167,3.549922839506173,18.310257134783836,416.8074056117083,591.8536515425267,166.72296224468332
trip_0233,54.800000000000004,588.9233539699078,1.7183202614379085,31.891610213652946,342.7320082212675,235.56934158796315,137.092803288507
trip_0235,216.0,5230.630306132875,7.4,29.18918918918919,706.8419332611993,2092.25212245315,282.7367733044797
trip_0237,74.0,1934.2335897208186,3.333627450980392,22.19804134929271,580.2188811326162,773.6934358883273,232.08755245304647
trip_0239,70.8,863.7389368496692,1.985176470588235,35.66433566433566,435.09428488930837,345.4955747398677,174.03771395572335
trip_0241,74.0,1299.498913914339,3.2953125,22.45614035087719,394.34770265774154,519.7995655657356,157.73908106309665
trip_0243,84.0,1367.3163457693086,2.9183333333333334,28.7835522558538,468.52644629445183,546.9265383077235,187.41057851778075
trip_0245,210.0,4101.549756152159,7.0633333333333335,29.73100519112789,580.6818909134722,1640.6199024608636,232.27275636538891
trip_0247,132.0,2223.2987071640614,5.905490196078431,22.35208181154127,376.47995904564425,889.3194828656247,150.5919836182577
trip_0249,10.0,226.05942361834778,1.2828703703703703,7.79501984843017,176.21376940297048,90.42376944733911,70.4855077611882
trip_0251,65.0,3066.964561907288,3.4787037037037036,18.685121107266433,881.6400657066466,1226.7858247629151,352.6560262826586
trip_0253,132.0,1538.7386475151845,2.635686274509804,50.08183306055646,583.8094853688024,615.4954590060738,233.52379414752096
trip_0255,112.0,2021.8559700597293,4.225925925925926,26.503067484662576,478.4409394532224,808.7423880238916,191.376375781289
trip_0257,70.0,1938.7760540035217,5.059201388888889,13.836175834734567,383.21780553379386,775.5104216014088,153.28712221351753
trip_0259,132.0,962.9797079673879,2.4286274509803922,54.351687388987564,396.51190946501526,385.1918831869552,158.6047637860061
trip_0261,92.0,602.906682871472,1.0110416666666666,90.99526066350711,596.3222909093478,241.16267314858877,238.52891636373914
trip_0263,66.0,1701.5955597453562,2.8783333333333334,22.929936305732486,591.173906107246,680.6382238981425,236.46956244289842
trip_0265,76.8,1963.6813278210536,3.3982745098039215,22.59970457902511,577.8465871888486,785.4725311284215,231.13863487553948
trip_0267,57.2,1335.3237440852838,3.9227901234567906,14.58145814581458,340.4015259701397,534.1294976341136,136.16061038805586
trip_0269,100.0,1995.221012268118,2.175925925925926,45.95744680851063,916.9526354253478,798.0884049072472,366.78105417013916
trip_0271,137.99999999999997,1795.4051248955711,5.591555555555556,24.6800731261426,321.092244735318,718.1620499582284,128.43689789412718
trip_0273,88.0,2192.2968266102416,3.9567407407407407,22.240527182866558,554.0663314220134,876.9187306440967,221.62653256880535
trip_0275,119.99999999999997,1442.7370506956659,8.095555555555556,14.822948119681582,178.2134704400356,577.0948202782664,71.28538817601425
trip_0277,102.0,1725.5860583681651,4.596666666666667,22.189992748368383,375.39943256740355,690.234423347266,150.15977302696143
trip_0279,88.8,783.644246952919,3.170392156862745,28.009153318077804,247.175809231238,313.4576987811676,98.8703236924952
trip_0281,132.0,1285.5787334796082,3.196470588235294,41.29554655870445,402.1869427521777,514.2314933918433,160.87477710087109
trip_0283,216.0,4839.96916837359,5.741052631578947,37.62376237623762,843.0456013852056,1935.9876673494362,337.21824055408223
trip_0285,86.0,1191.8164662108873,4.12536398467433,20.846645367412144,288.89971179233373,476.7265864843549,115.55988471693351
trip_0287,120.0,1054.5048639235956,3.2422222222222223,37.011651816312536,325.24139051790127,421.8019455694382,130.09655620716052
trip_0289,116.0,1557.743234987319,6.0539869281045755,19.160926737633062,257.30865518651325,623.0972939949276,102.92346207460531
trip_0291,96.0,424.0086966727478,1.4964705882352942,64.15094339622641,283.33914478917893,169.60347866909913,113.33565791567159
trip_0293,96.0,463.00472959356864,1.1294117647058823,85.0,409.95210432763884,185.20189183742747,163.98084173105556
trip_0295,115.99999999999997,2043.1455667199168,5.0513071895424835,22.964352720450282,404.478581494659,817.2582266879668,161.79143259786366
trip_0297,98.0,902.3069937043022,3.073777777777778,31.882591093117412,293.5498461299421,360.92279748172086,117.41993845197688
trip_0299,75.2,1919.0223103106773,3.211086419753087,23.41886519696422,597.6239999352739,767.608924124271,239.04959997410955
trip_0301,46.0,370.7477627543582,0.790625,58.18181818181818,468.92997660630283,148.2991051017433,187.57199064252114
trip_0303,56.0,1083.9275927795936,2.5291503267973856,22.141823444283645,428.5738104591632,433.5710371118373,171.4295241836653
trip_0305,192.0,901.0267700297426,1.7129411764705882,112.08791208791209,526.0115072289019,360.41070801189704,210.40460289156076
trip_0307,58.800000000000004,359.07461881677506,1.5651176470588237,37.569060773480665,229.42340436295623,143.62984752671005,91.7693617451825
trip_0309,45.5,1729.9654860390776,3.527829861111111,12.897447380206001,490.3766774892638,691.9861944156312,196.15067099570553
trip_0311,84.0,1433.1621657345247,2.736862745098039,30.692076228686062,523.6514576046766,573.2648662938099,209.46058304187065
trip_0313,31.666666666666664,284.1570402227451,0.5963888888888889,53.09734513274337,476.46266641913473,113.66281608909803,190.5850665676539
trip_0315,62.0,100.62889600393143,0.2773684210526316,223.52941176470588,362.7986762950089,40.251558401572574,145.11947051800357
trip_0317,70.0,2148.5657767634875,3.68537037037037,18.994020400984876,582.9986028100514,859.426310705395,233.19944112402055
trip_0319,33.0,261.3357870590189,0.6357352941176471,51.908396946564885,411.07641730310627,104.53431482360756,164.43056692124253
trip_0321,310.0,995.291143351362,3.981372549019608,77.86259541984732,249.98694070878832,398.11645734054486,99.99477628351534
trip_0323,96.0,2192.49833622415,5.36156862745098,17.905207723815096,408.92852233554584,876.9993344896601,163.57140893421837
trip_0325,40.0,668.5232134250017,1.1834920634920636,33.798283261802574,564.8734233607177,267.4092853700007,225.94936934428705
trip_0327,96.0,822.5789079446247,2.383703703703704,40.27346177750155,345.0843771675709,329.0315631778499,138.03375086702837
trip_0329,74.0,1324.8166869414686,2.7030555555555558,27.376425855513308,490.1181865162149,529.9266747765874,196.04727460648598
trip_0331,66.0,630.7124085426735,2.18921568627451,30.147783251231527,288.0997119182835,252.28496341706943,115.23988476731338
trip_0333,92.00000000000001,3323.304846998535,5.191428571428571,17.721518987341774,640.1522820305378,1329.321938799414,256.0609128122152
trip_0335,88.0,677.8369437585279,2.5503703703703704,34.50479233226837,265.7798065855396,271.1347775034112,106.31192263421583
trip_0337,92.0,1633.927050130951,3.886041666666667,23.674475955610358,420.4605071907235,653.5708200523804,168.18420287628942
trip_0339,126.0,1848.0824313681514,4.4625,28.235294117647058,414.13611907409563,739.2329725472607,165.65444762963827
trip_0341,46.285714285714285,320.9620397872069,1.6514285714285712,28.027681660899656,194.35417634173427,128.38481591488275,77.74167053669372
trip_0343,204.0,5425.331404653549,11.14,18.31238779174147,487.0135910820061,2170.13256186142,194.80543643280248
trip_0345,65.99999999999999,359.66344012912685,2.9915686274509805,22.062004325883198,120.22570260592168,143.86537605165074,48.09028104236867
trip_0347,26.0,458.21422712298556,1.685751633986928,15.423387096774194,271.81597685257753,183.28569084919422,108.72639074103101
trip_0349,114.00000000000003,383.5408006354196,1.1380208333333333,100.17391304347827,337.0244106270048,153.41632025416783,134.80976425080195
trip_0351,52.0,1107.418328809104,2.1469005847953215,24.22096317280453,515.8218953648854,442.9673315236415,206.3287581459542
trip_0353,96.0,1072.6952372647565,2.0486274509803923,46.86064318529861,523.616549583677,429.0780949059026,209.44661983347086
trip_0355,60.0,1048.4292703321482,6.142857142857143,9.767441860465116,170.67453237965202,419.3717081328593,68.26981295186081
trip_0357,87.0,1859.1149553176033,3.7887962962962964,22.962437987243092,490.68749278892733,743.6459821270414,196.27499711557095
trip_0361,44.0,488.3858811691387,0.7367283950617284,59.72350230414746,662.9117113481396,195.35435246765547,265.1646845392559
trip_0363,88.0,936.9189448497007,3.441777777777778,25.56818181818182,272.2194764865478,374.7675779398803,108.88779059461913
trip_0365,66.0,1048.9295219349938,2.538627450980392,25.998300764655905,413.1876544271621,419.57180877399753,165.27506177086488
trip_0367,39.0,696.5503294337053,1.681078431372549,23.19939347990902,414.3473120793022,278.6201317734821,165.73892483172088
trip_0369,42.39999999999999,886.1572977599799,2.111166666666667,20.0836820083682,419.7476740001484,354.46291910399196,167.89906960005933
trip_0371,52.8,1062.2333281191075,2.700392156862745,19.552715654952078,393.36261787739244,424.893331247643,157.34504715095696
trip_0373,96.0,744.5291505597143,1.8368627450980393,52.26302305721606,405.32650169241487,297.8116602238857,162.13060067696597
trip_0375,180.0,291.3810850454605,1.1366666666666667,158.35777126099708,256.34699564116767,116.55243401818421,102.53879825646705
trip_0377,56.0,832.5906143792704,2.344313725490196,23.88758782201405,355.1532396565974,333.0362457517082,142.06129586263899
trip_0379,192.0,2048.0942702548487,5.04,38.095238095238095,406.3679107648508,819.2377081019393,162.54716430594033
trip_0381,120.0,2938.6356442843276,6.5088888888888885,18.436326391259815,451.48038235846616,1175.454257713731,180.59215294338645
trip_0383,192.0,1758.3497372061793,6.91764705882353,27.755102040816325,254.18321031041708,703.3398948824718,101.67328412416684
trip_0385,114.0,746.1437624418514,2.562738095238095,44.48367166813769,291.1510012780021,298.4575049767406,116.46040051120086
trip_0387,98.0,1693.0639336232703,4.697777777777778,20.86092715231788,360.39676921971227,677.2255734493081,144.1587076878849
trip_0389,56.0,1128.16852992665,1.7339869281045752,32.29551451187335,650.6211273229455,451.26741197065996,260.2484509291782
trip_0391,192.0,615.9691042603071,2.973333333333333,64.57399103139014,207.16449694853378,246.38764170412287,82.86579877941351
trip_0393,96.0,1280.2046814748091,4.16156862745098,23.06822465133811,307.6255124162046,512.0818725899237,123.05020496648186
trip_0395,132.0,1932.1753780573845,3.901764705882353,33.83084577114428,495.2055092262255,772.870151222954,198.08220369049022
trip_0397,138.0,1926.823694642439,3.9419444444444443,35.008103727714754,488.80031715261657,770.7294778569757,195.52012686104666
trip_0399,126.0,696.0978297867443,2.3909375,52.698993595608414,291.1401196337187,278.4391319146977,116.45604785348748
trip_0401,72.0,1610.473233137228,5.585806451612903,12.88981288981289,288.3152588776511,644.1892932548911,115.32610355106046
trip_0403,52.99999999999999,517.5278835868821,1.0388368055555555,51.01860053144375,498.1801576717484,207.01115343475286,199.27206306869937
trip_0405,96.0,452.2867363153439,1.2219607843137255,78.5622593068036,370.13195686910365,180.91469452613757,148.05278274764146
trip_0407,54.0,680.075521753662,1.5970588235294119,33.812154696132595,425.8299767886649,272.0302087014648,170.33199071546596
trip_0409,29.5,383.91732445151683,1.2501649305555556,23.59688652191725,307.09334030103486,153.56692978060676,122.83733612041395
trip_0411,108.0,1326.392678841939,2.6894117647058824,40.15748031496063,493.190628615769,530.5570715367755,197.2762514463076
trip_0413,57.5,1338.283591595687,3.791084229390681,15.167164990486546,353.00813978769906,535.3134366382749,141.20325591507964
trip_0415,120.0,1412.2009765201178,5.6466666666666665,21.25147579693034,250.09462394098898,564.8803906080473,100.0378495763956
trip_0417,110.0,411.5324509072402,2.0625,53.333333333333336,199.5308852883589,164.61298036289608,79.81235411534355
trip_0419,204.0,3083.9053541873764,6.486666666666666,31.44912641315519,475.42220259825945,1233.5621416749505,190.16888103930378
trip_0421,45.0,552.1257358053588,1.4838235294117648,30.327056491575817,372.09663067159954,220.85029432214347,148.83865226863983
trip_0423,116.0,1685.9730310066386,2.659281045751634,43.6208125445474,633.9958063853705,674.3892124026556,253.5983225541482
trip_0425,92.0,357.6487047611026,1.8911111111111112,48.648648648648646,189.12093671268644,143.05948190444104,75.64837468507457
trip_0427,96.0,872.0853557283142,2.374901960784314,40.4227212681638,367.20899225680336,348.83414229132563,146.88359690272134
trip_0429,115.99999999999997,451.2816885259857,2.3768627450980393,48.80382775119617,189.86442925940662,180.5126754103943,75.94577170376266
trip_0431,84.0,1864.596740967822,3.9350980392156862,21.34635507499128,473.8374298139365,745.8386963871287,189.5349719255746
trip_0433,204.0,3517.703407102035,7.36,27.717391304347824,477.94883248668947,1407.0813628408139,191.1795329946758
trip_0435,50.0,1191.6486836410218,2.628086419753086,19.025249559600706,453.42827187280216,476.6594734564088,181.37130874912089
trip_0437,66.0,603.7005081173813,2.8622916666666667,23.058446757405925,210.9150912703567,241.48020324695256,84.36603650814268
trip_0439,95.99999999999999,1717.809370223714,6.993333333333333,13.727359389895138,245.6352769623995,687.1237480894857,98.2541107849598
trip_0441,14.75,556.5720135348886,1.4178949652777777,10.402745168864005,392.53402202881176,222.62880541395543,157.01360881152473
trip_0443,204.0,3468.8572779565848,9.696666666666667,21.038157442420076,357.7370860732126,1387.5429111826343,143.09483442928504
trip_0445,69.0,460.9048426327509,1.195787037037037,57.702582368655385,385.4405745815719,184.36193705310038,154.17622983262876
trip_0447,48.0,146.053577248449,0.3552941176470588,135.09933774834437,411.0779492092107,58.4214308993796,164.43117968368432
trip_0449,96.0,1002.1861141302747,3.974901960784314,24.15153906866614,252.12851134887535,400.8744456521099,100.85140453955015
trip_0451,94.0,2010.4490619785488,2.698148148148148,34.83870967741935,745.1218211862844,804.1796247914197,298.0487284745138
trip_0453,96.0,392.61498644990957,1.112156862745098,86.31875881523273,353.02123252724596,157.04599457996386,141.2084930108984
trip_0455,126.0,712.3244177455298,2.1330555555555555,59.070191431175935,333.945553312138,284.929767098212,133.57822132485518
trip_0457,126.0,1961.4763790649101,4.83,26.08695652173913,406.10276999273503,784.590551625964,162.44110799709404
trip_0459,147.0,2557.6320421765595,5.013076923076923,29.323308270676694,510.1920599707729,1023.0528168706238,204.07682398830917
trip_0461,132.0,3620.235155117531,8.713725490196078,15.14851485148515,415.46353040277694,1448.0940620470124,166.18541216111078
trip_0463,132.0,1787.630302936311,4.54235294117647,29.05982905982906,393.54720473863364,715.0521211745245,157.41888189545347
trip_0465,56.0,969.0630785215412,1.429281045751634,39.18053777208707,678.0073669919326,387.6252314086165,271.202946796773
trip_0467,116.00000000000003,1501.705602872966,4.240065359477124,27.35806884219938,354.1703902078889,600.6822411491864,141.66815608315557
trip_0469,132.0,1314.8258644699224,2.9009803921568627,45.501858736059475,453.23500566384627,525.930345787969,181.29400226553852
trip_0471,96.0,1460.9893902965875,4.613333333333333,20.809248554913296,316.68845165388456,584.3957561186351,126.67538066155383
trip_0473,132.0,780.2609788455464,2.0554901960784315,64.21825813221406,379.5984920454342,312.1043915382186,151.8393968181737
