trip_id,arrival_time,departure_time,stop_id,stop_sequence
10106110,06:00:00,06:00:43,0110BAA,1
10106110,06:00:57,06:01:49,0110BNI,2
10106110,06:02:05,06:02:50,0110UMK,3
10106110,06:03:09,06:03:47,0110AEA,4
10106110,06:04:23,06:05:02,0100MOM,5
10106110,06:05:28,06:06:07,0100LIK,6
10106110,06:06:43,06:07:18,0100CHL,7
10106110,06:07:38,06:08:20,0100VIN,8
10106110,06:08:59,06:09:34,0100NJT,9
10106110,06:10:38,06:11:13,0100SHT,10
10106110,06:12:20,06:12:58,0110TVM,11
10106110,06:13:31,06:14:12,0100KSS,12
10106110,06:14:40,06:15:19,0100MIS,13
10106110,06:15:43,06:16:17,0100LSM,14
10106110,06:16:59,06:17:45,0100TTM,15
10106110,06:18:02,06:18:56,0100NAM,16
10106110,06:19:29,06:20:04,0110WAM,17
10106110,06:20:35,06:21:11,0100GUG,18
10106110,06:21:51,06:22:28,0100PEF,19
10106110,06:23:07,06:23:47,0110GTH,20
10106110,06:24:44,06:25:25,0100VEV,21
10106110,06:25:55,06:26:35,0110PBS,22
10106110,06:27:18,06:27:49,0100RBJ,23
10106110,06:28:29,06:29:19,0100DPA,24
10106110,06:29:50,06:30:29,0100NSO,25
10106110,06:30:46,06:31:26,0110ROS,26
10106110,06:31:44,06:32:23,0100MRC,27
10106110,06:33:43,06:34:30,0110RRS,28
10106110,06:35:38,06:36:15,0100RRP,29
10106110,06:37:06,06:37:45,0100RES,30
10106110,06:38:21,06:39:02,0100RKH,31
10106110,06:41:06,06:41:50,0110VMT,32
10106110,06:42:47,06:43:26,0100RRJ,33
10106110,06:45:09,06:45:47,0110UNA,34
10106110,06:46:53,06:47:43,0110SSA,35
10106110,06:49:06,06:49:46,0110R/B,36
10106110,06:51:02,06:51:46,0110MTS,37
10106110,06:53:50,06:54:38,0110IDR,38
10106110,06:54:59,06:55:37,0110RTU,39
10106110,06:56:04,06:56:47,0100TCP,40
10106110,06:57:18,06:57:54,0110HUN,41
10106110,06:58:33,06:59:05,0110TPA,42
10106110,06:59:27,07:00:08,0110AAN,43
10106110,07:00:50,07:01:31,0110AGK,44
10106110,07:02:34,07:03:11,0110PMA,45
10106110,07:03:53,07:04:37,0110HHH,46
10106110,07:05:16,07:05:53,0110IRT,47
10106110,07:06:40,07:07:20,0110SAI,48
10106110,07:08:27,07:09:04,0800NGR,49
10106110,07:10:06,07:10:49,0102KHJ,50
10106111,06:00:00,06:00:46,0102KHJ,1
10106111,06:02:05,06:02:42,0811ANG,2
10106111,06:03:20,06:04:00,0101JHS,3
10106111,06:04:56,06:05:34,0101STP,4
10106111,06:05:54,06:06:35,0111SPS,5
10106111,06:07:07,06:07:38,0101WBR,6
10106111,06:08:20,06:08:55,0101AGA,7
10106111,06:09:27,06:10:04,0111OLB,8
10106111,06:10:50,06:11:20,0111ACP,9
10106111,06:11:48,06:12:24,0101CPK,10
10106111,06:12:50,06:13:29,0111ATA,11
10106111,06:13:57,06:14:34,0111RHK,12
10106111,06:16:42,06:17:26,0111GIM,13
10106111,06:18:49,06:19:21,0111BEK,14
10106111,06:21:14,06:22:00,0111KOG,15
10106111,06:22:26,06:22:55,0111TUN,16
10106111,06:24:44,06:25:18,0111RHR,17
10106111,06:26:38,06:27:07,0111VMA,18
10106111,06:28:27,06:29:04,0111AES,19
10106111,06:29:46,06:30:30,0111KRU,20
10106111,06:31:07,06:31:37,0101REE,21
10106111,06:32:09,06:32:53,0101ROR,22
10106111,06:33:19,06:33:59,0101ROK,23
10106111,06:35:06,06:35:50,0111TOE,24
10106111,06:37:10,06:37:48,0101SHR,25
10106111,06:38:09,06:38:53,0111OLS,26
10106111,06:39:26,06:40:14,0101DPB,27
10106111,06:40:54,06:41:33,0111AAR,28
10106111,06:41:49,06:42:20,0101RKJ,29
10106111,06:42:58,06:43:38,0111YSB,30
10106111,06:44:03,06:44:46,0101CAV,31
10106111,06:45:26,06:46:01,0111SAR,32
10106111,06:46:42,06:47:28,0111KEA,33
10106111,06:48:00,06:48:32,0101MUC,34
10106111,06:49:13,06:49:56,0101GOG,35
10106111,06:50:38,06:51:10,0111JEK,36
10106111,06:51:36,06:52:13,0101NTO,37
10106111,06:52:48,06:53:23,0101MCC,38
10106111,06:53:45,06:54:20,0101LSC,39
10106111,06:54:43,06:55:18,0101MIC,40
10106111,06:55:44,06:56:25,0101MDS,41
10106111,06:57:04,06:57:45,0111KIV,42
10106111,06:58:36,06:59:14,0111TRI,43
10106111,06:59:34,07:00:20,0101SHT,44
10106111,07:01:09,07:01:58,0101NJK,45
10106111,07:02:23,07:03:03,0101KAT,46
10106111,07:03:43,07:04:23,0101VRY,47
10106111,07:04:41,07:05:12,0111BAG,48
10106111,07:05:48,07:06:25,0101ZAK,49
10106111,07:06:41,07:07:22,0101LIK,50
10106111,07:07:43,07:08:24,0101MOM,51
10106111,07:09:00,07:09:35,0111SNH,52
10106111,07:09:51,07:10:30,0101MKB,53
10106111,07:10:48,07:11:27,0101KOB,54
10106111,07:11:48,07:12:34,0113BAA,55
10107110,06:00:00,06:00:51,0110KRS,1
10107110,06:01:44,06:02:22,0110REU,2
10107110,06:04:00,06:04:47,0100VDA,3
10107110,06:05:22,06:06:02,0100NDT,4
10107110,06:06:20,06:06:55,0110NGP,5
10107110,06:07:34,06:08:06,0110NSG,6
10107110,06:09:07,06:09:54,0100NKD,7
10107110,06:10:25,06:11:05,0100REE,8
10107110,06:11:30,06:12:13,0100CTC,9
10107110,06:12:57,06:13:38,0100ASD,10
10107110,06:14:02,06:14:37,0110AST,11
10107110,06:15:12,06:15:50,0100RYA,12
10107110,06:16:31,06:17:10,0110CEJ,13
10107110,06:18:12,06:18:49,0110AIG,14
10107110,06:19:26,06:19:59,0100MFB,15
10107110,06:20:31,06:21:12,0100BLD,16
10107110,06:21:41,06:22:20,0100EIE,17
10107110,06:22:59,06:23:40,0110PMT,18
10107110,06:24:41,06:25:19,0100JYL,19
10107110,06:26:12,06:26:52,0100SLG,20
10107110,06:27:09,06:27:50,0100RCN,21
10107110,06:28:18,06:28:59,0100RRD,22
10107110,06:29:25,06:30:16,0100KTC,23
10107110,06:30:40,06:31:15,0100CBR,24
10107110,06:31:42,06:32:25,0100RBJ,25
10107110,06:33:05,06:33:45,0100DPA,26
10107110,06:34:16,06:34:59,0100NSO,27
10107110,06:35:25,06:36:05,0100MRC,28
10107110,06:36:50,06:37:36,0110REV,29
10107110,06:39:00,06:39:33,0110CUT,30
10107110,06:40:02,06:40:45,0100RRP,31
10107110,06:41:36,06:42:18,0100RES,32
10107110,06:42:54,06:43:39,0100RKH,33
10107110,06:45:43,06:46:20,0110VMT,34
10107110,06:47:17,06:47:57,0100RRJ,35
10107110,06:49:40,06:50:17,0110UNA,36
10107110,06:52:34,06:53:14,0110R/B,37
10107110,06:54:30,06:55:03,0110MTS,38
10107110,06:57:16,06:57:58,0100VLU,39
10107110,06:58:26,06:59:11,0100TCP,40
10107110,06:59:42,07:00:20,0110YSP,41
10107110,07:00:58,07:01:38,0110TPA,42
10107110,07:02:01,07:02:40,0110YIL,43
10107110,07:03:21,07:04:05,0110AGK,44
10107110,07:05:09,07:05:55,0110ASP,45
10107110,07:06:39,07:07:13,0100RGH,46
10107110,07:07:51,07:08:31,0110IRT,47
10107110,07:09:19,07:09:49,0100MCO,48
10107110,07:10:54,07:11:39,0800NGR,49
10107110,07:13:09,07:14:00,0212SNT,50
10107111,06:00:00,06:00:50,0212SNT,1
10107111,06:02:29,06:03:15,0811ANG,2
10107111,06:03:53,06:04:37,0101JHS,3
10107111,06:05:33,06:06:13,0101STP,4
10107111,06:06:33,06:07:18,0111SPS,5
10107111,06:07:50,06:08:27,0101WBR,6
10107111,06:09:09,06:09:43,0101AGA,7
10107111,06:10:15,06:11:03,0111OLB,8
10107111,06:12:07,06:12:52,0101CPK,9
10107111,06:13:37,06:14:16,0111RHK,10
10107111,06:16:23,06:17:10,0111AIT,11
10107111,06:18:34,06:19:16,0111BEK,12
10107111,06:21:23,06:22:02,0111TUN,13
10107111,06:23:51,06:24:34,0111RHR,14
10107111,06:25:54,06:26:38,0111VMA,15
10107111,06:28:30,06:29:07,0111KRU,16
10107111,06:29:44,06:30:26,0101REE,17
10107111,06:30:58,06:31:34,0101ROR,18
10107111,06:32:00,06:32:38,0101ROK,19
10107111,06:34:55,06:35:38,0101SHR,20
10107111,06:36:22,06:36:55,0101DPB,21
10107111,06:37:42,06:38:24,0111RST,22
10107111,06:38:59,06:39:46,0101RCK,23
10107111,06:40:21,06:41:04,0101RDC,24
10107111,06:41:28,06:42:01,0101RCC,25
10107111,06:42:26,06:43:09,0111BPY,26
10107111,06:43:41,06:44:12,0101SLT,27
10107111,06:44:33,06:45:15,0111LON,28
10107111,06:45:53,06:46:35,0101PMR,29
10107111,06:47:12,06:47:45,0101PMV,30
10107111,06:48:16,06:49:01,0111MCM,31
10107111,06:50:04,06:50:50,0101KTO,32
10107111,06:51:33,06:52:14,0111IGA,33
10107111,06:53:01,06:53:42,0101GRJ,34
10107111,06:54:25,06:55:07,0101RMY,35
10107111,06:55:41,06:56:12,0111AMB,36
10107111,06:56:33,06:57:16,0101AME,37
10107111,06:58:02,06:58:38,0101CHC,38
10107111,06:59:05,06:59:43,0101FRK,39
10107111,07:00:25,07:01:08,0101OTA,40
10107111,07:01:39,07:02:13,0111NDS,41
10107111,07:03:00,07:03:38,0101REN,42
10107111,07:04:03,07:04:37,0101NDJ,43
10107111,07:05:08,07:05:52,0111RNE,44
10107111,07:08:18,07:09:09,0113KAR,45
10108110,06:00:00,06:00:47,0110SIH,1
10108110,06:01:19,06:01:53,0100UMA,2
10108110,06:02:19,06:02:53,0110UMI,3
10108110,06:03:34,06:04:07,0100JAK,4
10108110,06:04:47,06:05:22,0100AKA,5
10108110,06:06:10,06:06:48,0100SAR,6
10108110,06:07:11,06:07:51,0100POW,7
10108110,06:08:37,06:09:21,0100KNE,8
10108110,06:09:46,06:10:16,0100KNA,9
10108110,06:10:50,06:11:30,0110KKB,10
10108110,06:12:50,06:13:25,0100WSI,11
10108110,06:14:00,06:14:42,0100AEI,12
10108110,06:15:34,06:16:13,0100SNW,13
10108110,06:17:15,06:17:58,0100T1I,14
10108110,06:18:38,06:19:21,0100CHE,15
10108110,06:19:45,06:20:27,0100NMT,16
10108110,06:21:53,06:22:35,0110RNO,17
10108110,06:23:08,06:23:48,0112POL,18
10108110,06:25:29,06:26:17,0110/PU,19
10108111,06:00:00,06:00:53,0111TUN,1
10108111,06:02:37,06:03:26,0112POL,2
10108111,06:05:14,06:05:51,0101MTH,3
10108111,06:06:11,06:06:58,0101RIH,4
10108111,06:07:42,06:08:26,0101NYR,5
10108111,06:09:28,06:10:01,0101NYG,6
10108111,06:10:54,06:11:38,0101NYP,7
10108111,06:12:14,06:12:51,0101NGG,8
10108111,06:13:27,06:14:06,0101YSA,9
10108111,06:14:28,06:15:07,0101RSH,10
10108111,06:15:29,06:16:12,0101SDA,11
10108111,06:16:32,06:17:14,0101HWO,12
10108111,06:17:32,06:18:01,0101KKB,13
10108111,06:18:13,06:19:03,0101ARA,14
10108111,06:19:21,06:20:06,0101IRR,15
10108111,06:20:34,06:21:10,0111KNA,16
10108111,06:21:34,06:22:08,0101CHF,17
10108111,06:22:42,06:23:22,0101N'G,18
10108111,06:23:35,06:24:13,0101POW,19
10108111,06:24:37,06:25:12,0111CRA,20
10108111,06:25:55,06:26:36,0101WIA,21
10108111,06:26:53,06:27:35,0101HMO,22
10108111,06:28:10,06:28:57,0101JAK,23
10108111,06:29:38,06:30:20,0101HUS,24
10108111,06:30:59,06:31:29,0101LMA,25
10108111,06:31:48,06:32:41,0113GCH,26
10114110,06:00:00,06:00:49,0113LMD,1
10114110,06:10:08,06:10:49,0110SPU,2
10114110,06:11:46,06:12:31,0110BUK,3
10114110,06:13:55,06:14:40,0110OLB,4
10114110,06:15:09,06:15:55,0100BKK,5
10114110,06:22:03,06:22:44,0100EIO,6
10114110,06:23:10,06:23:47,0100LDL,7
10114110,06:25:16,06:25:50,0100OTS,8
10114110,06:27:10,06:27:51,0100CAR,9
10114110,06:29:14,06:29:54,0110FRM,10
10114110,06:30:56,06:31:33,0100STI,11
10114110,06:32:06,06:32:37,0100KMU,12
10114110,06:33:06,06:33:53,0100MCY,13
10114110,06:34:26,06:35:02,0110KAU,14
10114110,06:35:20,06:35:59,0110ACG,15
10114110,06:36:23,06:36:57,0100XAM,16
10114110,06:37:32,06:38:17,0100JOA,17
10114110,06:39:12,06:39:55,0100ARI,18
10114110,06:40:22,06:41:08,0100IKW,19
10114110,06:41:29,06:42:03,0100ITS,20
10114110,06:42:45,06:43:22,0100APC,21
10114110,06:44:02,06:44:41,0100ESN,22
10114110,06:45:52,06:46:27,0100NDT,23
10114110,06:46:55,06:47:30,0100UMT,24
10114110,06:47:59,06:48:33,0110NSG,25
10114110,06:48:58,06:49:47,0110GAC,26
10114110,06:50:20,06:51:09,0100HYD,27
10114110,06:52:08,06:52:44,0100CTC,28
10114110,06:53:28,06:54:10,0100ASD,29
10114110,06:54:34,06:55:04,0110AST,30
10114110,06:55:39,06:56:22,0100RYA,31
10114110,06:57:03,06:57:46,0110COH,32
10114110,06:58:16,06:58:55,0100EIL,33
10114110,07:00:03,07:00:38,0100MFB,34
10114110,07:00:51,07:01:34,0100POA,35
10114110,07:02:10,07:02:40,0100AL2,36
10114110,07:02:58,07:03:36,0110LCM,37
10114110,07:04:18,07:04:57,0110PMT,38
10114110,07:05:17,07:05:56,0100GAO,39
10114110,07:06:25,07:07:07,0100ILL,40
10114110,07:07:24,07:08:10,0100NCE,41
10114110,07:08:33,07:09:18,0110LJA,42
10114110,07:09:42,07:10:25,0110TUQ,43
10114110,07:11:04,07:11:53,0100SLG,44
10114110,07:12:10,07:12:49,0100RCN,45
10114110,07:13:14,07:13:45,0100UBP,46
10114110,07:13:57,07:14:33,0100RRD,47
10114110,07:14:59,07:15:38,0100KTC,48
10114110,07:16:02,07:16:41,0100CBR,49
10114110,07:17:08,07:17:43,0100RBJ,50
10114110,07:18:22,07:19:05,0100UEA,51
10114110,07:19:53,07:20:34,0100MRC,52
10114110,07:21:19,07:22:06,0110REV,53
10114110,07:23:15,07:23:53,0110LAR,54
10114110,07:24:36,07:25:19,0100RRP,55
10114110,07:25:45,07:26:31,0100S/R,56
10114110,07:27:06,07:27:44,0100RES,57
10114110,07:28:20,07:28:49,0100RKH,58
10114110,07:30:53,07:31:29,0110VMT,59
10114110,07:32:26,07:33:04,0100RRJ,60
10114110,07:34:47,07:35:33,0110UNA,61
10114110,07:37:54,07:38:34,0110AUK,62
10114110,07:39:47,07:40:30,0110MTS,63
10114110,07:42:28,07:43:08,0110AOA,64
10114110,07:43:34,07:44:17,0100VLU,65
10114110,07:44:45,07:45:19,0100TCP,66
10114110,07:46:19,07:47:00,0110OVL,67
10114110,07:47:54,07:48:33,0110AGK,68
10114110,07:49:56,07:50:44,0100LHH,69
10114110,07:51:18,07:52:07,0110IRT,70
10114111,06:00:00,06:00:41,0110IRT,1
10114111,06:01:04,06:01:40,0101JHS,2
10114111,06:02:36,06:03:09,0101STP,3
10114111,06:03:29,06:04:01,0111SPS,4
10114111,06:04:33,06:05:07,0101WBR,5
10114111,06:05:49,06:06:39,0101AGA,6
10114111,06:07:11,06:08:00,0111OLB,7
10114111,06:08:52,06:09:36,0111TNN,8
10114111,06:09:57,06:10:37,0101CPK,9
10114111,06:11:22,06:12:07,0111RHK,10
10114111,06:12:36,06:13:22,0111MAO,11
10114111,06:15:11,06:16:01,0111MRE,12
10114111,06:17:24,06:18:02,0111BEK,13
10114111,06:20:09,06:20:46,0111TUN,14
10114111,06:22:35,06:23:16,0111RHR,15
10114111,06:24:36,06:25:24,0111VMA,16
10114111,06:27:16,06:27:48,0111KRU,17
10114111,06:28:25,06:29:08,0101REE,18
10114111,06:29:40,06:30:23,0101ROR,19
10114111,06:30:49,06:31:29,0101ROK,20
10114111,06:32:38,06:33:20,0111ROT,21
10114111,06:34:39,06:35:23,0101SHR,22
10114111,06:36:07,06:36:45,0101DPB,23
10114111,06:37:32,06:38:13,0111RST,24
10114111,06:38:48,06:39:37,0101RCK,25
10114111,06:39:53,06:40:34,0111ICT,26
10114111,06:41:03,06:41:51,0101RDC,27
10114111,06:42:15,06:42:50,0101RCC,28
10114111,06:43:15,06:43:50,0111BPY,29
10114111,06:44:22,06:45:02,0101SLT,30
10114111,06:45:23,06:46:03,0111LON,31
10114111,06:46:28,06:47:13,0111RNI,32
10114111,06:47:35,06:48:21,0101PMR,33
10114111,06:48:48,06:49:38,0111MIF,34
10114111,06:49:58,06:50:43,0101PMV,35
10114111,06:51:04,06:51:36,0101IGA,36
10114111,06:51:56,06:52:38,0111MCM,37
10114111,06:53:17,06:53:53,0111A26,38
10114111,06:54:26,06:54:57,0101KTO,39
10114111,06:55:51,06:56:28,0111IME,40
10114111,06:57:04,06:57:54,0101GRJ,41
10114111,06:58:37,06:59:12,0101RMY,42
10114111,06:59:46,07:00:22,0111AMB,43
10114111,07:00:43,07:01:23,0101AME,44
10114111,07:02:09,07:02:48,0101CHC,45
10114111,07:03:03,07:03:40,0111LIS,46
10114111,07:04:02,07:04:43,0101FRK,47
10114111,07:05:24,07:05:57,0111HDE,48
10114111,07:06:19,07:06:59,0111OJC,49
10114111,07:07:18,07:08:02,0111NDS,50
10114111,07:08:30,07:09:20,0111UKG,51
10114111,07:09:48,07:10:24,0101REN,52
10114111,07:10:52,07:11:36,0111EED,53
10114111,07:12:45,07:13:20,0111ENP,54
10114111,07:13:54,07:14:34,0111CEP,55
10114111,07:15:24,07:16:10,0111TVI,56
10114111,07:16:59,07:17:32,0111ARD,57
10114111,07:18:00,07:18:44,0111NOI,58
10114111,07:19:35,07:20:15,0111AXM,59
10114111,07:20:42,07:21:23,0111KAU,60
10114111,07:21:46,07:22:27,0101IAI,61
10114111,07:22:49,07:23:35,0101MCY,62
10114111,07:24:08,07:24:48,0111USA,63
10114111,07:25:17,07:25:54,0111ISE,64
10114111,07:26:56,07:27:23,0111FRM,65
10114111,07:29:03,07:29:31,0111IAC,66
10114111,07:30:30,07:31:08,0101RED,67
10114111,07:31:59,07:32:36,0111AMK,68
10114111,07:33:33,07:34:18,0111EDH,69
10114111,07:34:42,07:35:03,0111GIE,70
10114111,07:35:34,07:36:14,0111WRB,71
10114111,07:36:49,07:37:28,0111AKA,72
10114111,07:38:20,07:39:01,0111HRT,73
10114111,07:39:43,07:40:11,0111RRY,74
10114111,07:44:08,07:44:42,0101BLU,75
10114111,07:45:00,07:45:44,0111BUK,76
10114111,07:48:06,07:48:49,0111SPU,77
10114111,07:50:15,07:51:01,0101ETA,78
10114111,07:55:25,07:56:14,0101ION,79
10114111,07:57:54,07:58:27,0101RIE,80
10114111,08:02:12,08:02:54,0113LMD,81
10116110,06:00:00,06:00:51,0110ILU,1
10116110,06:03:06,06:03:40,0100LPS,2
10116110,06:09:51,06:10:26,0100TIG,3
10116110,06:11:44,06:12:24,0100GVS,4
10116110,06:13:05,06:13:43,0100LMC,5
10116110,06:17:56,06:18:34,0100KCK,6
10116110,06:19:53,06:20:41,0100MRB,7
10116110,06:30:23,06:31:07,0110MKT,8
10116110,06:35:33,06:36:12,0110BAA,9
10116110,06:37:09,06:37:49,0100MOM,10
10116110,06:38:15,06:38:51,0100LIK,11
10116110,06:39:27,06:40:06,0100CHL,12
10116110,06:40:26,06:41:13,0100VIN,13
10116110,06:41:52,06:42:26,0100NJT,14
10116110,06:43:30,06:44:13,0100SHT,15
10116110,06:45:15,06:45:58,0100SKU,16
10116110,06:46:12,06:46:57,0110TVM,17
10116110,06:47:30,06:48:15,0100KSS,18
10116110,06:48:43,06:49:19,0100MIS,19
10116110,06:49:43,06:50:21,0100LSM,20
10116110,06:51:03,06:51:34,0100TTM,21
10116110,06:51:51,06:52:29,0100NAM,22
10116110,06:53:02,06:53:42,0110WAM,23
10116110,06:54:13,06:54:57,0100GUG,24
10116110,06:55:37,06:56:10,0100PEF,25
10116110,06:56:49,06:57:32,0110GTH,26
10116110,06:58:29,06:59:01,0100VEV,27
10116110,07:00:04,07:00:47,0100RBJ,28
10116110,07:01:27,07:02:09,0100DPA,29
10116110,07:02:56,07:03:33,0100MRC,30
10116110,07:03:53,07:04:39,0110RIS,31
10116110,07:06:47,07:07:33,0100RRP,32
10116110,07:08:24,07:09:01,0100RES,33
10116110,07:09:37,07:10:18,0100RKH,34
10116110,07:12:22,07:13:05,0110VMT,35
10116110,07:14:02,07:14:48,0100RRJ,36
10116110,07:16:31,07:17:12,0110UNA,37
10116110,07:20:34,07:21:13,0110MTS,38
10116110,07:23:39,07:24:20,0100TCP,39
10116110,07:25:20,07:26:10,0110TPA,40
10116110,07:27:04,07:27:41,0110AGK,41
10116110,07:29:25,07:30:01,0110IRT,42
10116110,07:31:37,07:32:29,0112LKT,43
10116111,06:00:00,06:00:50,0112LKT,1
10116111,06:02:35,06:03:17,0101JHS,2
10116111,06:04:13,06:04:51,0101STP,3
10116111,06:05:11,06:05:53,0111SPS,4
10116111,06:06:25,06:07:07,0101WBR,5
10116111,06:07:49,06:08:32,0101AGA,6
10116111,06:09:04,06:09:37,0111OLB,7
10116111,06:10:19,06:11:08,0111KAN,8
10116111,06:11:40,06:12:25,0101CPK,9
10116111,06:13:10,06:13:52,0111RHK,10
10116111,06:16:00,06:16:42,0111NTA,11
10116111,06:18:05,06:18:36,0111BEK,12
10116111,06:20:43,06:21:25,0111TUN,13
10116111,06:23:14,06:24:10,0111RHR,14
10116111,06:25:30,06:26:06,0111VMA,15
10116111,06:27:58,06:28:45,0111KRU,16
10116111,06:29:22,06:29:55,0101REE,17
10116111,06:30:27,06:31:04,0101ROR,18
10116111,06:31:30,06:32:12,0101ROK,19
10116111,06:34:29,06:35:06,0101SHR,20
10116111,06:35:50,06:36:36,0101DPB,21
10116111,06:37:22,06:38:02,0101RKJ,22
10116111,06:38:55,06:39:38,0101CAV,23
10116111,06:40:49,06:41:32,0111KEA,24
10116111,06:42:04,06:42:42,0101MUC,25
10116111,06:43:23,06:43:56,0101GOG,26
10116111,06:44:38,06:45:17,0111JEK,27
10116111,06:45:43,06:46:31,0101NTO,28
10116111,06:47:06,06:47:47,0101MCC,29
10116111,06:48:09,06:48:49,0101LSC,30
10116111,06:49:12,06:49:44,0101MIC,31
10116111,06:50:10,06:50:50,0101MDS,32
10116111,06:51:29,06:52:16,0111KIV,33
10116111,06:53:18,06:53:58,0101SHT,34
10116111,06:54:47,06:55:33,0101NJK,35
10116111,06:55:58,06:56:38,0101KAT,36
10116111,06:57:18,06:58:03,0101VRY,37
10116111,06:58:25,06:59:12,0111LSO,38
10116111,06:59:45,07:00:31,0101ZAK,39
10116111,07:00:47,07:01:21,0101LIK,40
10116111,07:01:42,07:02:16,0101MOM,41
10116111,07:02:59,07:03:44,0101MKB,42
10116111,07:04:02,07:04:34,0101KOB,43
10116111,07:04:52,07:05:28,0111BAA,44
10116111,07:09:55,07:10:39,0111MKT,45
10116111,07:16:48,07:17:22,0101KME,46
10116111,07:21:09,07:21:48,0101MRB,47
10116111,07:23:08,07:23:47,0101KCK,48
10116111,07:28:01,07:28:39,0101LMC,49
10116111,07:29:17,07:29:55,0101GVS,50
10116111,07:31:12,07:31:56,0101TIG,51
10116111,07:38:58,07:39:48,0113LMD,52
1011A110,06:00:00,06:00:53,0110KGQ,1
1011A110,06:01:26,06:02:07,0100INT,2
1011A110,06:02:48,06:03:27,0110KSL,3
1011A110,06:04:07,06:04:47,0100PNA,4
1011A110,06:05:03,06:05:39,0100CCD,5
1011A110,06:06:01,06:06:44,0110NKT,6
1011A110,06:07:12,06:07:49,0100ARG,7
1011A110,06:08:20,06:09:06,0100CTR,8
1011A110,06:09:23,06:09:56,0100AAE,9
1011A110,06:10:12,06:10:43,0110APS,10
1011A110,06:11:18,06:12:00,0110APT,11
1011A110,06:12:17,06:13:04,0110TPA,12
1011A110,06:13:34,06:14:16,0110VKS,13
1011A110,06:14:50,06:15:19,0110AGK,14
1011A110,06:16:23,06:16:50,0110ASP,15
1011A110,06:17:34,06:18:15,0100RGH,16
1011A110,06:18:53,06:19:37,0110IRT,17
1011A110,06:20:36,06:21:19,0800NGR,18
1011A110,06:22:49,06:23:43,0212SNT,19
1011A111,06:00:00,06:00:49,0212SNT,1
1011A111,06:02:28,06:03:04,0811ANG,2
1011A111,06:03:42,06:04:21,0101JHS,3
1011A111,06:05:17,06:06:11,0101STP,4
1011A111,06:06:31,06:07:04,0111SPS,5
1011A111,06:07:36,06:08:20,0101WBR,6
1011A111,06:09:02,06:09:47,0101AGA,7
1011A111,06:10:19,06:11:05,0111OLB,8
1011A111,06:11:37,06:12:12,0101AKH,9
1011A111,06:12:37,06:13:15,0111AKS,10
1011A111,06:13:43,06:14:34,0101AKE,11
1011A111,06:15:12,06:15:38,0101ARY,12
1011A111,06:16:11,06:16:48,0111NKM,13
1011A111,06:17:12,06:17:50,0101ALM,14
1011A111,06:18:30,06:19:05,0101NRE,15
1011A111,06:19:46,06:20:22,0101ARR,16
1011A111,06:20:54,06:21:44,0103MSQ,17
1011F110,06:00:00,06:00:51,0100RBJ,1
1011F110,06:01:31,06:02:09,0100DPA,2
1011F110,06:02:46,06:03:31,0110BDO,3
1011F110,06:03:51,06:04:23,0100MRC,4
1011F110,06:05:43,06:06:25,0110RRS,5
1011F110,06:07:33,06:08:17,0100RRP,6
1011F110,06:09:08,06:09:48,0100RES,7
1011F110,06:10:24,06:11:03,0100RKH,8
1011F110,06:13:07,06:13:54,0110VMT,9
1011F110,06:14:51,06:15:27,0100RRJ,10
1011F110,06:17:10,06:17:50,0110UNA,11
1011F110,06:18:21,06:18:59,0110LIG,12
1011F110,06:21:17,06:21:58,0110FSA,13
1011F110,06:22:55,06:23:41,0110MTS,14
1011F110,06:25:54,06:26:33,0110BLV,15
1011F110,06:27:01,06:27:38,0100TCP,16
1011F110,06:28:16,06:28:55,0110MYA,17
1011F110,06:29:26,06:29:55,0110TPA,18
1011F110,06:30:18,06:31:03,0110YIL,19
1011F110,06:31:44,06:32:23,0110AGK,20
1011F110,06:33:04,06:33:37,0110ROA,21
1011F110,06:34:08,06:34:44,0110TAA,22
1011F110,06:35:30,06:36:14,0100RGH,23
1011F110,06:36:52,06:37:36,0110IRT,24
1011F110,06:39:31,06:40:22,0212SNT,25
1011F111,06:00:00,06:00:53,0212SNT,1
1011F111,06:02:32,06:03:14,0811ANG,2
1011F111,06:03:52,06:04:38,0101JHS,3
1011F111,06:05:34,06:06:16,0101STP,4
1011F111,06:06:56,06:07:29,0101WBR,5
1011F111,06:08:11,06:08:50,0101AGA,6
1011F111,06:09:22,06:10:02,0111OLB,7
1011F111,06:10:56,06:11:38,0111KNE,8
1011F111,06:11:58,06:12:41,0101CPK,9
1011F111,06:13:26,06:14:10,0111RHK,10
1011F111,06:16:18,06:16:58,0111MME,11
1011F111,06:18:21,06:19:01,0111BEK,12
1011F111,06:20:57,06:21:43,0111IGK,13
1011F111,06:22:05,06:22:46,0111TUN,14
1011F111,06:24:35,06:25:10,0111RHR,15
1011F111,06:26:30,06:27:17,0111VMA,16
1011F111,06:29:09,06:29:52,0111KRU,17
1011F111,06:30:29,06:31:04,0101REE,18
1011F111,06:31:36,06:32:14,0101ROR,19
1011F111,06:32:40,06:33:19,0101ROK,20
1011F111,06:34:30,06:35:08,0111TRV,21
1011F111,06:36:24,06:37:05,0101SHR,22
1011F111,06:37:49,06:38:31,0101DPB,23
1011F111,06:39:19,06:40:13,0113RST,24
1107D110,06:00:00,06:00:49,0213MRY,1
1107D110,06:03:08,06:03:46,0100OOA,2
1107D110,06:04:13,06:04:57,0100AWA,3
